unit,T_u,scenario_id,type,sensor,param_name,param,dir,timing_p,tau_s,rng_seed,signs,theta_name,theta_value,k,m,theta_low_ratio,degraded,tau_d,delay,n_degraded_cycles,n_transitions,n_reversions,frac_degraded_after_tau_s,saturated_at_tau_s
11,240,gain_T30_a0.5_pos_p0.8,gain,T30,alpha,0.5,pos,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a0.5_pos_p0.8,gain,T30,alpha,0.5,pos,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a0.5_pos_p0.8,gain,T30,alpha,0.5,pos,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_neg_p0.2,gain,T30,alpha,1.0,neg,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.0_neg_p0.2,gain,T30,alpha,1.0,neg,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.0_neg_p0.2,gain,T30,alpha,1.0,neg,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.0_neg_p0.4,gain,T30,alpha,1.0,neg,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_neg_p0.4,gain,T30,alpha,1.0,neg,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_neg_p0.4,gain,T30,alpha,1.0,neg,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_neg_p0.6,gain,T30,alpha,1.0,neg,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_neg_p0.6,gain,T30,alpha,1.0,neg,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_neg_p0.6,gain,T30,alpha,1.0,neg,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_neg_p0.8,gain,T30,alpha,1.0,neg,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_neg_p0.8,gain,T30,alpha,1.0,neg,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_neg_p0.8,gain,T30,alpha,1.0,neg,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_pos_p0.2,gain,T30,alpha,1.0,pos,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.0_pos_p0.2,gain,T30,alpha,1.0,pos,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.0_pos_p0.2,gain,T30,alpha,1.0,pos,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.0_pos_p0.4,gain,T30,alpha,1.0,pos,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_pos_p0.4,gain,T30,alpha,1.0,pos,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_pos_p0.4,gain,T30,alpha,1.0,pos,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_pos_p0.6,gain,T30,alpha,1.0,pos,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_pos_p0.6,gain,T30,alpha,1.0,pos,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_pos_p0.6,gain,T30,alpha,1.0,pos,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_pos_p0.8,gain,T30,alpha,1.0,pos,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_pos_p0.8,gain,T30,alpha,1.0,pos,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.0_pos_p0.8,gain,T30,alpha,1.0,pos,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_neg_p0.2,gain,T30,alpha,1.5,neg,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.5_neg_p0.2,gain,T30,alpha,1.5,neg,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.5_neg_p0.2,gain,T30,alpha,1.5,neg,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.5_neg_p0.4,gain,T30,alpha,1.5,neg,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_neg_p0.4,gain,T30,alpha,1.5,neg,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_neg_p0.4,gain,T30,alpha,1.5,neg,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_neg_p0.6,gain,T30,alpha,1.5,neg,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_neg_p0.6,gain,T30,alpha,1.5,neg,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_neg_p0.6,gain,T30,alpha,1.5,neg,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_neg_p0.8,gain,T30,alpha,1.5,neg,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_neg_p0.8,gain,T30,alpha,1.5,neg,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_neg_p0.8,gain,T30,alpha,1.5,neg,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_pos_p0.2,gain,T30,alpha,1.5,pos,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.5_pos_p0.2,gain,T30,alpha,1.5,pos,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.5_pos_p0.2,gain,T30,alpha,1.5,pos,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a1.5_pos_p0.4,gain,T30,alpha,1.5,pos,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_pos_p0.4,gain,T30,alpha,1.5,pos,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_pos_p0.4,gain,T30,alpha,1.5,pos,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_pos_p0.6,gain,T30,alpha,1.5,pos,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_pos_p0.6,gain,T30,alpha,1.5,pos,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_pos_p0.6,gain,T30,alpha,1.5,pos,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_pos_p0.8,gain,T30,alpha,1.5,pos,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_pos_p0.8,gain,T30,alpha,1.5,pos,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a1.5_pos_p0.8,gain,T30,alpha,1.5,pos,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_neg_p0.2,gain,T30,alpha,2.0,neg,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a2.0_neg_p0.2,gain,T30,alpha,2.0,neg,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a2.0_neg_p0.2,gain,T30,alpha,2.0,neg,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a2.0_neg_p0.4,gain,T30,alpha,2.0,neg,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_neg_p0.4,gain,T30,alpha,2.0,neg,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_neg_p0.4,gain,T30,alpha,2.0,neg,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_neg_p0.6,gain,T30,alpha,2.0,neg,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_neg_p0.6,gain,T30,alpha,2.0,neg,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_neg_p0.6,gain,T30,alpha,2.0,neg,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_neg_p0.8,gain,T30,alpha,2.0,neg,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_neg_p0.8,gain,T30,alpha,2.0,neg,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_neg_p0.8,gain,T30,alpha,2.0,neg,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_pos_p0.2,gain,T30,alpha,2.0,pos,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a2.0_pos_p0.2,gain,T30,alpha,2.0,pos,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a2.0_pos_p0.2,gain,T30,alpha,2.0,pos,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T30_a2.0_pos_p0.4,gain,T30,alpha,2.0,pos,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_pos_p0.4,gain,T30,alpha,2.0,pos,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_pos_p0.4,gain,T30,alpha,2.0,pos,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_pos_p0.6,gain,T30,alpha,2.0,pos,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_pos_p0.6,gain,T30,alpha,2.0,pos,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_pos_p0.6,gain,T30,alpha,2.0,pos,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_pos_p0.8,gain,T30,alpha,2.0,pos,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_pos_p0.8,gain,T30,alpha,2.0,pos,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T30_a2.0_pos_p0.8,gain,T30,alpha,2.0,pos,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_neg_p0.2,gain,T50,alpha,0.5,neg,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,True,134.0,42.0,14,2,1,0.09395973154362416,True
11,240,gain_T50_a0.5_neg_p0.2,gain,T50,alpha,0.5,neg,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T50_a0.5_neg_p0.2,gain,T50,alpha,0.5,neg,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T50_a0.5_neg_p0.4,gain,T50,alpha,0.5,neg,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,True,141.0,12.0,7,2,1,0.0625,False
11,240,gain_T50_a0.5_neg_p0.4,gain,T50,alpha,0.5,neg,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_neg_p0.4,gain,T50,alpha,0.5,neg,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_neg_p0.6,gain,T50,alpha,0.5,neg,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_neg_p0.6,gain,T50,alpha,0.5,neg,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_neg_p0.6,gain,T50,alpha,0.5,neg,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_neg_p0.8,gain,T50,alpha,0.5,neg,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_neg_p0.8,gain,T50,alpha,0.5,neg,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_neg_p0.8,gain,T50,alpha,0.5,neg,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_pos_p0.2,gain,T50,alpha,0.5,pos,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T50_a0.5_pos_p0.2,gain,T50,alpha,0.5,pos,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T50_a0.5_pos_p0.2,gain,T50,alpha,0.5,pos,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T50_a0.5_pos_p0.4,gain,T50,alpha,0.5,pos,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_pos_p0.4,gain,T50,alpha,0.5,pos,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_pos_p0.4,gain,T50,alpha,0.5,pos,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_pos_p0.6,gain,T50,alpha,0.5,pos,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_pos_p0.6,gain,T50,alpha,0.5,pos,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_pos_p0.6,gain,T50,alpha,0.5,pos,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_pos_p0.8,gain,T50,alpha,0.5,pos,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_pos_p0.8,gain,T50,alpha,0.5,pos,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a0.5_pos_p0.8,gain,T50,alpha,0.5,pos,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_neg_p0.2,gain,T50,alpha,1.0,neg,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,True,105.0,13.0,43,2,1,0.28859060402684567,True
11,240,gain_T50_a1.0_neg_p0.2,gain,T50,alpha,1.0,neg,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,122.0,30.0,26,2,1,0.174496644295302,True
11,240,gain_T50_a1.0_neg_p0.2,gain,T50,alpha,1.0,neg,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,True,117.0,25.0,31,2,1,0.2080536912751678,True
11,240,gain_T50_a1.0_neg_p0.4,gain,T50,alpha,1.0,neg,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,True,134.0,5.0,32,2,1,0.2857142857142857,False
11,240,gain_T50_a1.0_neg_p0.4,gain,T50,alpha,1.0,neg,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_neg_p0.4,gain,T50,alpha,1.0,neg,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,True,140.0,11.0,11,2,1,0.09821428571428571,False
11,240,gain_T50_a1.0_neg_p0.6,gain,T50,alpha,1.0,neg,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_neg_p0.6,gain,T50,alpha,1.0,neg,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_neg_p0.6,gain,T50,alpha,1.0,neg,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_neg_p0.8,gain,T50,alpha,1.0,neg,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_neg_p0.8,gain,T50,alpha,1.0,neg,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_neg_p0.8,gain,T50,alpha,1.0,neg,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_pos_p0.2,gain,T50,alpha,1.0,pos,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,True,134.0,42.0,14,2,1,0.09395973154362416,True
11,240,gain_T50_a1.0_pos_p0.2,gain,T50,alpha,1.0,pos,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T50_a1.0_pos_p0.2,gain,T50,alpha,1.0,pos,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,True
11,240,gain_T50_a1.0_pos_p0.4,gain,T50,alpha,1.0,pos,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,True,138.0,9.0,35,2,1,0.3125,False
11,240,gain_T50_a1.0_pos_p0.4,gain,T50,alpha,1.0,pos,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_pos_p0.4,gain,T50,alpha,1.0,pos,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,True,142.0,13.0,7,2,1,0.0625,False
11,240,gain_T50_a1.0_pos_p0.6,gain,T50,alpha,1.0,pos,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_pos_p0.6,gain,T50,alpha,1.0,pos,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_pos_p0.6,gain,T50,alpha,1.0,pos,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_pos_p0.8,gain,T50,alpha,1.0,pos,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_pos_p0.8,gain,T50,alpha,1.0,pos,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.0_pos_p0.8,gain,T50,alpha,1.0,pos,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_neg_p0.2,gain,T50,alpha,1.5,neg,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,True,98.0,6.0,85,4,2,0.5704697986577181,True
11,240,gain_T50_a1.5_neg_p0.2,gain,T50,alpha,1.5,neg,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,105.0,13.0,76,4,2,0.5100671140939598,True
11,240,gain_T50_a1.5_neg_p0.2,gain,T50,alpha,1.5,neg,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,True,101.0,9.0,47,2,1,0.31543624161073824,True
11,240,gain_T50_a1.5_neg_p0.4,gain,T50,alpha,1.5,neg,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,True,133.0,4.0,68,4,2,0.6071428571428571,False
11,240,gain_T50_a1.5_neg_p0.4,gain,T50,alpha,1.5,neg,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,140.0,11.0,53,4,2,0.4732142857142857,False
11,240,gain_T50_a1.5_neg_p0.4,gain,T50,alpha,1.5,neg,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,True,134.0,5.0,32,2,1,0.2857142857142857,False
11,240,gain_T50_a1.5_neg_p0.6,gain,T50,alpha,1.5,neg,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_neg_p0.6,gain,T50,alpha,1.5,neg,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_neg_p0.6,gain,T50,alpha,1.5,neg,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_neg_p0.8,gain,T50,alpha,1.5,neg,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_neg_p0.8,gain,T50,alpha,1.5,neg,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_neg_p0.8,gain,T50,alpha,1.5,neg,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_pos_p0.2,gain,T50,alpha,1.5,pos,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,True,134.0,42.0,48,4,2,0.3221476510067114,True
11,240,gain_T50_a1.5_pos_p0.2,gain,T50,alpha,1.5,pos,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,185.0,93.0,35,2,1,0.2348993288590604,True
11,240,gain_T50_a1.5_pos_p0.2,gain,T50,alpha,1.5,pos,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,True,135.0,43.0,11,2,1,0.0738255033557047,True
11,240,gain_T50_a1.5_pos_p0.4,gain,T50,alpha,1.5,pos,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,True,134.0,5.0,75,4,2,0.6696428571428571,False
11,240,gain_T50_a1.5_pos_p0.4,gain,T50,alpha,1.5,pos,0.4,129,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,185.0,56.0,35,2,1,0.3125,False
11,240,gain_T50_a1.5_pos_p0.4,gain,T50,alpha,1.5,pos,0.4,129,,,theta_alt2,13.331430435180664,5,7,0.5,True,138.0,9.0,29,2,1,0.25892857142857145,False
11,240,gain_T50_a1.5_pos_p0.6,gain,T50,alpha,1.5,pos,0.6,166,,,theta_primary,9.398713684082026,5,7,0.5,True,197.0,31.0,23,2,1,0.30666666666666664,False
11,240,gain_T50_a1.5_pos_p0.6,gain,T50,alpha,1.5,pos,0.6,166,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,197.0,31.0,23,2,1,0.30666666666666664,False
11,240,gain_T50_a1.5_pos_p0.6,gain,T50,alpha,1.5,pos,0.6,166,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_pos_p0.8,gain,T50,alpha,1.5,pos,0.8,203,,,theta_primary,9.398713684082026,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_pos_p0.8,gain,T50,alpha,1.5,pos,0.8,203,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a1.5_pos_p0.8,gain,T50,alpha,1.5,pos,0.8,203,,,theta_alt2,13.331430435180664,5,7,0.5,False,,,0,0,0,0.0,False
11,240,gain_T50_a2.0_neg_p0.2,gain,T50,alpha,2.0,neg,0.2,92,,,theta_primary,9.398713684082026,5,7,0.5,True,96.0,4.0,116,4,2,0.7785234899328859,True
11,240,gain_T50_a2.0_neg_p0.2,gain,T50,alpha,2.0,neg,0.2,92,,,theta_alt1,"max(0.2*yhat,9.399)",5,7,0.5,True,100.0,8.0,82,4,2,0.5503355704697986,True
11,240,gain_T50_a2.0_neg_p0.2,gain,T50,alpha,2.0,neg,0.2,92,,,theta_alt2,13.331430435180664,5,7,0.5,True,96.0,4.0,52,2,1,0.348993288590604,True
11,240,gain_T50_a2.0_neg_p0.4,gain,T50,alpha,2.0,neg,0.4,129,,,theta_primary,9.398713684082026,5,7,0.5,True,131.0,2.0,81,4,2,0.7232142857142857,False
